Registration,TestDate,Result,ExpiryDate,Advisories,TestCentre,RecordedAt,RecordedBy
AMB247,2024-01-21,Pass,2025-01-20,,Southend Vehicle Test Centre,2024-01-21T11:52:00,Demo Admin
AMB132,2024-01-22,Pass,2025-01-21,,Chelmsford Fleet Services,2024-01-22T17:41:00,Demo Admin
AMB125,2024-02-03,Pass,2025-02-02,,Southend Vehicle Test Centre,2024-02-03T10:22:00,Demo Admin
AMB114,2024-02-05,Pass,2025-02-04,,Canvey Commercial Testing,2024-02-05T16:53:00,Demo Admin
AMB203,2024-02-07,Pass,2025-02-06,,Canvey Commercial Testing,2024-02-07T12:55:00,Demo Admin
AMB186,2024-02-08,Pass,2025-02-07,"Oil leak, but not excessive",Canvey Commercial Testing,2024-02-08T08:55:00,Demo Admin
AMB293,2024-02-09,Pass,2025-02-08,,Chelmsford Fleet Services,2024-02-09T16:41:00,Demo Admin
AMB259,2024-02-10,Pass,2025-02-09,"Oil leak, but not excessive",Chelmsford Fleet Services,2024-02-10T17:33:00,Demo Admin
AMB239,2024-02-11,Fail,,Tyre tread depth below legal minimum,Southend Vehicle Test Centre,2024-02-11T16:01:00,Demo Admin
AMB142,2024-02-12,Pass,2025-02-11,Offside rear tyre worn close to legal limit,Southend Vehicle Test Centre,2024-02-12T15:24:00,Demo Admin
AMB207,2024-02-12,Pass,2025-02-11,Slight play in steering linkage,Chelmsford Fleet Services,2024-02-12T16:14:00,Demo Admin
AMB167,2024-02-17,Pass,2025-02-16,"Oil leak, but not excessive",Southend Vehicle Test Centre,2024-02-17T09:38:00,Demo Admin
AMB250,2024-02-17,Pass,2025-02-16,Offside rear tyre worn close to legal limit,Southend Vehicle Test Centre,2024-02-17T10:00:00,Demo Admin
AMB151,2024-02-19,Pass,2025-02-18,"Oil leak, but not excessive",Canvey Commercial Testing,2024-02-19T10:51:00,Demo Admin
AMB241,2024-02-19,Pass,2025-02-18,Nearside front tyre worn close to legal limit,Essex Commercial MOT Centre,2024-02-19T15:41:00,Demo Admin
AMB189,2024-02-20,Pass,2025-02-19,,Chelmsford Fleet Services,2024-02-20T09:24:00,Demo Admin
AMB222,2024-02-20,Pass,2025-02-19,Slight play in steering linkage,Essex Commercial MOT Centre,2024-02-20T09:26:00,Demo Admin
AMB284,2024-02-24,Pass,2025-02-23,Registration plate deteriorated but not likely to be misread,Essex Commercial MOT Centre,2024-02-24T15:48:00,Demo Admin
AMB165,2024-02-25,Pass,2025-02-24,"Oil leak, but not excessive",Essex Commercial MOT Centre,2024-02-25T14:13:00,Demo Admin
AMB123,2024-03-07,Pass,2025-03-06,Registration plate deteriorated but not likely to be misread,Chelmsford Fleet Services,2024-03-07T13:16:00,Demo Admin
AMB129,2024-03-10,Pass,2025-03-09,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2024-03-10T11:09:00,Demo Admin
AMB150,2024-03-11,Pass,2025-03-10,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2024-03-11T10:08:00,Demo Admin
AMB193,2024-03-12,Pass,2025-03-11,,Chelmsford Fleet Services,2024-03-12T09:49:00,Demo Admin
AMB279,2024-03-12,Pass,2025-03-11,Offside rear tyre worn close to legal limit,Canvey Commercial Testing,2024-03-12T13:08:00,Demo Admin
AMB180,2024-03-13,Pass,2025-03-12,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2024-03-13T11:45:00,Demo Admin
AMB197,2024-03-13,Pass,2025-03-12,,Essex Commercial MOT Centre,2024-03-13T08:38:00,Demo Admin
AMB115,2024-03-14,Pass,2025-03-13,Brake disc worn but not seriously weakened,Essex Commercial MOT Centre,2024-03-14T10:33:00,Demo Admin
AMB289,2024-03-14,Pass,2025-03-13,Offside rear tyre worn close to legal limit,Canvey Commercial Testing,2024-03-14T13:34:00,Demo Admin
AMB294,2024-03-14,Pass,2025-03-13,"Oil leak, but not excessive",Canvey Commercial Testing,2024-03-14T15:26:00,Demo Admin
AMB187,2024-03-15,Pass,2025-03-14,,Canvey Commercial Testing,2024-03-15T10:56:00,Demo Admin
AMB220,2024-03-15,Pass,2025-03-14,"Oil leak, but not excessive",Essex Commercial MOT Centre,2024-03-15T17:30:00,Demo Admin
AMB172,2024-03-16,Pass,2025-03-15,,Essex Commercial MOT Centre,2024-03-16T13:00:00,Demo Admin
AMB230,2024-03-17,Pass,2025-03-16,,Essex Commercial MOT Centre,2024-03-17T11:57:00,Demo Admin
AMB148,2024-03-21,Pass,2025-03-20,Offside rear tyre worn close to legal limit,Canvey Commercial Testing,2024-03-21T13:20:00,Demo Admin
AMB271,2024-03-23,Pass,2025-03-22,Slight play in steering linkage,Canvey Commercial Testing,2024-03-23T10:13:00,Demo Admin
AMB283,2024-03-25,Pass,2025-03-24,,Chelmsford Fleet Services,2024-03-25T14:36:00,Demo Admin
AMB195,2024-04-10,Pass,2025-04-09,Brake disc worn but not seriously weakened,Essex Commercial MOT Centre,2024-04-10T08:34:00,Demo Admin
AMB291,2024-04-10,Pass,2025-04-09,,Chelmsford Fleet Services,2024-04-10T17:51:00,Demo Admin
AMB272,2024-04-11,Fail,,Headlamp not working,Southend Vehicle Test Centre,2024-04-11T11:50:00,Demo Admin
AMB205,2024-04-13,Pass,2025-04-12,Nearside front tyre worn close to legal limit,Southend Vehicle Test Centre,2024-04-13T10:00:00,Demo Admin
AMB109,2024-04-14,Pass,2025-04-13,,Southend Vehicle Test Centre,2024-04-14T11:21:00,Demo Admin
AMB211,2024-04-14,Pass,2025-04-13,Registration plate deteriorated but not likely to be misread,Essex Commercial MOT Centre,2024-04-14T13:32:00,Demo Admin
AMB236,2024-04-15,Pass,2025-04-14,"Oil leak, but not excessive",Canvey Commercial Testing,2024-04-15T13:23:00,Demo Admin
AMB225,2024-04-16,Pass,2025-04-15,"Oil leak, but not excessive",Southend Vehicle Test Centre,2024-04-16T13:22:00,Demo Admin
AMB273,2024-04-18,Pass,2025-04-17,Minor windscreen damage outside driver's view,Chelmsford Fleet Services,2024-04-18T14:18:00,Demo Admin
AMB173,2024-04-19,Pass,2025-04-18,Nearside front tyre worn close to legal limit,Canvey Commercial Testing,2024-04-19T09:35:00,Demo Admin
AMB237,2024-04-19,Pass,2025-04-18,Slight play in steering linkage,Chelmsford Fleet Services,2024-04-19T11:36:00,Demo Admin
AMB141,2024-04-21,Pass,2025-04-20,,Southend Vehicle Test Centre,2024-04-21T15:15:00,Demo Admin
AMB221,2024-04-21,Pass,2025-04-20,,Chelmsford Fleet Services,2024-04-21T09:53:00,Demo Admin
AMB243,2024-04-22,Pass,2025-04-21,Offside rear tyre worn close to legal limit,Canvey Commercial Testing,2024-04-22T17:13:00,Demo Admin
AMB227,2024-04-23,Pass,2025-04-22,Registration plate deteriorated but not likely to be misread,Chelmsford Fleet Services,2024-04-23T16:37:00,Demo Admin
AMB268,2024-04-25,Pass,2025-04-24,Brake disc worn but not seriously weakened,Essex Commercial MOT Centre,2024-04-25T16:41:00,Demo Admin
AMB228,2024-05-05,Pass,2025-05-04,Registration plate deteriorated but not likely to be misread,Chelmsford Fleet Services,2024-05-05T10:55:00,Demo Admin
AMB140,2024-05-08,Pass,2025-05-07,Brake disc worn but not seriously weakened,Canvey Commercial Testing,2024-05-08T08:48:00,Demo Admin
AMB297,2024-05-08,Pass,2025-05-07,Registration plate deteriorated but not likely to be misread,Southend Vehicle Test Centre,2024-05-08T16:41:00,Demo Admin
AMB139,2024-05-09,Pass,2025-05-08,Nearside front tyre worn close to legal limit,Canvey Commercial Testing,2024-05-09T09:58:00,Demo Admin
AMB290,2024-05-11,Pass,2025-05-10,,Essex Commercial MOT Centre,2024-05-11T09:02:00,Demo Admin
AMB154,2024-05-12,Pass,2025-05-11,"Oil leak, but not excessive",Chelmsford Fleet Services,2024-05-12T09:20:00,Demo Admin
AMB108,2024-05-13,Pass,2025-05-12,"Oil leak, but not excessive",Essex Commercial MOT Centre,2024-05-13T17:32:00,Demo Admin
AMB170,2024-05-13,Pass,2025-05-12,Registration plate deteriorated but not likely to be misread,Essex Commercial MOT Centre,2024-05-13T12:43:00,Demo Admin
AMB269,2024-05-14,Pass,2025-05-13,"Oil leak, but not excessive",Essex Commercial MOT Centre,2024-05-14T17:33:00,Demo Admin
AMB251,2024-05-16,Pass,2025-05-15,,Chelmsford Fleet Services,2024-05-16T08:53:00,Demo Admin
AMB276,2024-05-16,Pass,2025-05-15,,Chelmsford Fleet Services,2024-05-16T09:02:00,Demo Admin
AMB124,2024-05-18,Pass,2025-05-17,Offside rear tyre worn close to legal limit,Canvey Commercial Testing,2024-05-18T14:21:00,Demo Admin
AMB219,2024-05-21,Pass,2025-05-20,Brake disc worn but not seriously weakened,Southend Vehicle Test Centre,2024-05-21T14:02:00,Demo Admin
AMB113,2024-05-22,Pass,2025-05-21,,Chelmsford Fleet Services,2024-05-22T15:42:00,Demo Admin
AMB229,2024-05-23,Pass,2025-05-22,,Essex Commercial MOT Centre,2024-05-23T09:39:00,Demo Admin
AMB191,2024-05-24,Pass,2025-05-23,Slight play in steering linkage,Chelmsford Fleet Services,2024-05-24T16:34:00,Demo Admin
AMB158,2024-06-03,Pass,2025-06-02,Registration plate deteriorated but not likely to be misread,Chelmsford Fleet Services,2024-06-03T08:18:00,Demo Admin
AMB274,2024-06-04,Pass,2025-06-03,,Essex Commercial MOT Centre,2024-06-04T13:25:00,Demo Admin
AMB118,2024-06-05,Pass,2025-06-04,,Essex Commercial MOT Centre,2024-06-05T08:02:00,Demo Admin
AMB103,2024-06-11,Pass,2025-06-10,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2024-06-11T09:57:00,Demo Admin
AMB255,2024-06-12,Pass,2025-06-11,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2024-06-12T11:58:00,Demo Admin
AMB107,2024-06-13,Pass,2025-06-12,,Chelmsford Fleet Services,2024-06-13T14:15:00,Demo Admin
AMB153,2024-06-14,Pass,2025-06-13,Brake disc worn but not seriously weakened,Essex Commercial MOT Centre,2024-06-14T11:46:00,Demo Admin
AMB196,2024-06-14,Pass,2025-06-13,,Chelmsford Fleet Services,2024-06-14T11:31:00,Demo Admin
AMB245,2024-06-14,Pass,2025-06-13,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2024-06-14T08:30:00,Demo Admin
AMB119,2024-06-15,Pass,2025-06-14,"Oil leak, but not excessive",Southend Vehicle Test Centre,2024-06-15T08:32:00,Demo Admin
AMB174,2024-06-16,Pass,2025-06-15,Brake disc worn but not seriously weakened,Southend Vehicle Test Centre,2024-06-16T15:02:00,Demo Admin
AMB138,2024-06-19,Fail,,Tyre tread depth below legal minimum,Canvey Commercial Testing,2024-06-19T08:17:00,Demo Admin
AMB162,2024-06-20,Pass,2025-06-19,Slight play in steering linkage,Chelmsford Fleet Services,2024-06-20T09:22:00,Demo Admin
AMB253,2024-06-20,Pass,2025-06-19,Brake disc worn but not seriously weakened,Essex Commercial MOT Centre,2024-06-20T13:47:00,Demo Admin
AMB231,2024-06-21,Pass,2025-06-20,Slight play in steering linkage,Chelmsford Fleet Services,2024-06-21T08:55:00,Demo Admin
AMB288,2024-06-21,Pass,2025-06-20,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2024-06-21T09:01:00,Demo Admin
AMB106,2024-07-05,Pass,2025-07-04,Slight play in steering linkage,Canvey Commercial Testing,2024-07-05T13:24:00,Demo Admin
AMB252,2024-07-07,Pass,2025-07-06,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2024-07-07T14:41:00,Demo Admin
AMB133,2024-07-09,Pass,2025-07-08,,Southend Vehicle Test Centre,2024-07-09T08:40:00,Demo Admin
AMB183,2024-07-09,Pass,2025-07-08,Registration plate deteriorated but not likely to be misread,Canvey Commercial Testing,2024-07-09T09:55:00,Demo Admin
AMB175,2024-07-10,Pass,2025-07-09,Minor windscreen damage outside driver's view,Canvey Commercial Testing,2024-07-10T15:01:00,Demo Admin
AMB204,2024-07-12,Pass,2025-07-11,,Southend Vehicle Test Centre,2024-07-12T10:48:00,Demo Admin
AMB117,2024-07-13,Pass,2025-07-12,Brake disc worn but not seriously weakened,Essex Commercial MOT Centre,2024-07-13T10:22:00,Demo Admin
AMB188,2024-07-15,Pass,2025-07-14,Brake disc worn but not seriously weakened,Essex Commercial MOT Centre,2024-07-15T09:38:00,Demo Admin
AMB105,2024-07-16,Pass,2025-07-15,,Essex Commercial MOT Centre,2024-07-16T16:02:00,Demo Admin
AMB131,2024-07-16,Pass,2025-07-15,"Oil leak, but not excessive",Southend Vehicle Test Centre,2024-07-16T17:27:00,Demo Admin
AMB157,2024-07-17,Pass,2025-07-16,,Essex Commercial MOT Centre,2024-07-17T08:46:00,Demo Admin
AMB262,2024-07-18,Pass,2025-07-17,Registration plate deteriorated but not likely to be misread,Chelmsford Fleet Services,2024-07-18T17:58:00,Demo Admin
AMB264,2024-07-18,Pass,2025-07-17,Minor windscreen damage outside driver's view,Chelmsford Fleet Services,2024-07-18T12:40:00,Demo Admin
AMB218,2024-07-21,Pass,2025-07-20,,Essex Commercial MOT Centre,2024-07-21T17:30:00,Demo Admin
AMB149,2024-07-22,Pass,2025-07-21,Registration plate deteriorated but not likely to be misread,Chelmsford Fleet Services,2024-07-22T08:51:00,Demo Admin
AMB280,2024-07-22,Pass,2025-07-21,Nearside front tyre worn close to legal limit,Canvey Commercial Testing,2024-07-22T09:16:00,Demo Admin
AMB101,2024-08-03,Pass,2025-08-02,Registration plate deteriorated but not likely to be misread,Southend Vehicle Test Centre,2024-08-03T13:22:00,Demo Admin
AMB248,2024-08-06,Pass,2025-08-05,Registration plate deteriorated but not likely to be misread,Southend Vehicle Test Centre,2024-08-06T08:41:00,Demo Admin
AMB161,2024-08-07,Pass,2025-08-06,Minor windscreen damage outside driver's view,Canvey Commercial Testing,2024-08-07T11:42:00,Demo Admin
AMB254,2024-08-08,Pass,2025-08-07,,Chelmsford Fleet Services,2024-08-08T08:18:00,Demo Admin
AMB126,2024-08-11,Pass,2025-08-10,Registration plate deteriorated but not likely to be misread,Essex Commercial MOT Centre,2024-08-11T09:46:00,Demo Admin
AMB182,2024-08-11,Pass,2025-08-10,Brake disc worn but not seriously weakened,Essex Commercial MOT Centre,2024-08-11T14:57:00,Demo Admin
AMB164,2024-08-13,Pass,2025-08-12,,Chelmsford Fleet Services,2024-08-13T09:23:00,Demo Admin
AMB215,2024-08-13,Pass,2025-08-12,Nearside front tyre worn close to legal limit,Southend Vehicle Test Centre,2024-08-13T08:34:00,Demo Admin
AMB159,2024-08-16,Pass,2025-08-15,"Oil leak, but not excessive",Canvey Commercial Testing,2024-08-16T16:05:00,Demo Admin
AMB210,2024-08-16,Pass,2025-08-15,Slight play in steering linkage,Essex Commercial MOT Centre,2024-08-16T14:40:00,Demo Admin
AMB130,2024-08-18,Pass,2025-08-17,Offside rear tyre worn close to legal limit,Canvey Commercial Testing,2024-08-18T17:51:00,Demo Admin
AMB137,2024-08-18,Pass,2025-08-17,Offside rear tyre worn close to legal limit,Essex Commercial MOT Centre,2024-08-18T15:00:00,Demo Admin
AMB226,2024-08-19,Fail,,Service brake performance below requirements,Canvey Commercial Testing,2024-08-19T08:30:00,Demo Admin
AMB258,2024-08-19,Pass,2025-08-18,Minor windscreen damage outside driver's view,Canvey Commercial Testing,2024-08-19T16:56:00,Demo Admin
AMB214,2024-08-20,Pass,2025-08-19,,Canvey Commercial Testing,2024-08-20T17:34:00,Demo Admin
AMB127,2024-08-23,Pass,2025-08-22,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2024-08-23T13:04:00,Demo Admin
AMB168,2024-09-07,Pass,2025-09-06,Slight play in steering linkage,Chelmsford Fleet Services,2024-09-07T15:19:00,Demo Admin
AMB128,2024-09-08,Pass,2025-09-07,Offside rear tyre worn close to legal limit,Essex Commercial MOT Centre,2024-09-08T13:00:00,Demo Admin
AMB201,2024-09-08,Fail,,Headlamp not working,Chelmsford Fleet Services,2024-09-08T13:46:00,Demo Admin
AMB282,2024-09-08,Pass,2025-09-07,Minor windscreen damage outside driver's view,Essex Commercial MOT Centre,2024-09-08T17:34:00,Demo Admin
AMB199,2024-09-11,Pass,2025-09-10,,Chelmsford Fleet Services,2024-09-11T11:24:00,Demo Admin
AMB300,2024-09-11,Pass,2025-09-10,,Southend Vehicle Test Centre,2024-09-11T11:49:00,Demo Admin
AMB179,2024-09-13,Pass,2025-09-12,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2024-09-13T14:38:00,Demo Admin
AMB200,2024-09-13,Pass,2025-09-12,Minor windscreen damage outside driver's view,Chelmsford Fleet Services,2024-09-13T09:33:00,Demo Admin
AMB116,2024-09-14,Pass,2025-09-13,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2024-09-14T12:39:00,Demo Admin
AMB146,2024-09-15,Pass,2025-09-14,Offside rear tyre worn close to legal limit,Canvey Commercial Testing,2024-09-15T17:19:00,Demo Admin
AMB178,2024-09-15,Pass,2025-09-14,,Southend Vehicle Test Centre,2024-09-15T13:03:00,Demo Admin
AMB296,2024-09-15,Pass,2025-09-14,"Oil leak, but not excessive",Chelmsford Fleet Services,2024-09-15T08:16:00,Demo Admin
AMB242,2024-09-18,Pass,2025-09-17,Registration plate deteriorated but not likely to be misread,Chelmsford Fleet Services,2024-09-18T14:54:00,Demo Admin
AMB223,2024-09-20,Pass,2025-09-19,Nearside front tyre worn close to legal limit,Southend Vehicle Test Centre,2024-09-20T12:44:00,Demo Admin
AMB267,2024-09-20,Fail,,Tyre tread depth below legal minimum,Essex Commercial MOT Centre,2024-09-20T12:20:00,Demo Admin
AMB216,2024-09-21,Pass,2025-09-20,Minor windscreen damage outside driver's view,Essex Commercial MOT Centre,2024-09-21T16:26:00,Demo Admin
AMB224,2024-10-06,Pass,2025-10-05,Brake disc worn but not seriously weakened,Southend Vehicle Test Centre,2024-10-06T17:58:00,Demo Admin
AMB169,2024-10-09,Pass,2025-10-08,,Chelmsford Fleet Services,2024-10-09T15:07:00,Demo Admin
AMB286,2024-10-09,Pass,2025-10-08,Brake disc worn but not seriously weakened,Southend Vehicle Test Centre,2024-10-09T09:11:00,Demo Admin
AMB171,2024-10-10,Pass,2025-10-09,,Essex Commercial MOT Centre,2024-10-10T10:43:00,Demo Admin
AMB234,2024-10-11,Pass,2025-10-10,Registration plate deteriorated but not likely to be misread,Southend Vehicle Test Centre,2024-10-11T10:37:00,Demo Admin
AMB246,2024-10-11,Pass,2025-10-10,Offside rear tyre worn close to legal limit,Southend Vehicle Test Centre,2024-10-11T10:43:00,Demo Admin
AMB244,2024-10-12,Pass,2025-10-11,Minor windscreen damage outside driver's view,Canvey Commercial Testing,2024-10-12T09:47:00,Demo Admin
AMB249,2024-10-13,Pass,2025-10-12,"Oil leak, but not excessive",Essex Commercial MOT Centre,2024-10-13T10:43:00,Demo Admin
AMB144,2024-10-14,Pass,2025-10-13,Offside rear tyre worn close to legal limit,Southend Vehicle Test Centre,2024-10-14T08:24:00,Demo Admin
AMB122,2024-10-15,Pass,2025-10-14,Registration plate deteriorated but not likely to be misread,Essex Commercial MOT Centre,2024-10-15T14:35:00,Demo Admin
AMB102,2024-10-17,Pass,2025-10-16,,Essex Commercial MOT Centre,2024-10-17T16:44:00,Demo Admin
AMB217,2024-10-19,Pass,2025-10-18,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2024-10-19T08:20:00,Demo Admin
AMB278,2024-10-20,Pass,2025-10-19,Registration plate deteriorated but not likely to be misread,Canvey Commercial Testing,2024-10-20T16:55:00,Demo Admin
AMB238,2024-10-21,Pass,2025-10-20,,Chelmsford Fleet Services,2024-10-21T15:38:00,Demo Admin
AMB152,2024-10-22,Pass,2025-10-21,Offside rear tyre worn close to legal limit,Essex Commercial MOT Centre,2024-10-22T11:34:00,Demo Admin
AMB147,2024-10-23,Pass,2025-10-22,"Oil leak, but not excessive",Chelmsford Fleet Services,2024-10-23T08:02:00,Demo Admin
AMB134,2024-11-05,Pass,2025-11-04,,Southend Vehicle Test Centre,2024-11-05T16:02:00,Demo Admin
AMB136,2024-11-05,Pass,2025-11-04,,Southend Vehicle Test Centre,2024-11-05T09:47:00,Demo Admin
AMB270,2024-11-08,Pass,2025-11-07,,Canvey Commercial Testing,2024-11-08T17:17:00,Demo Admin
AMB275,2024-11-08,Pass,2025-11-07,Registration plate deteriorated but not likely to be misread,Essex Commercial MOT Centre,2024-11-08T16:41:00,Demo Admin
AMB156,2024-11-10,Pass,2025-11-09,Slight play in steering linkage,Chelmsford Fleet Services,2024-11-10T15:18:00,Demo Admin
AMB299,2024-11-10,Pass,2025-11-09,,Chelmsford Fleet Services,2024-11-10T08:33:00,Demo Admin
AMB202,2024-11-11,Pass,2025-11-10,"Oil leak, but not excessive",Chelmsford Fleet Services,2024-11-11T08:46:00,Demo Admin
AMB235,2024-11-11,Pass,2025-11-10,Minor windscreen damage outside driver's view,Southend Vehicle Test Centre,2024-11-11T16:41:00,Demo Admin
AMB160,2024-11-12,Pass,2025-11-11,Slight play in steering linkage,Southend Vehicle Test Centre,2024-11-12T10:09:00,Demo Admin
AMB209,2024-11-12,Pass,2025-11-11,,Canvey Commercial Testing,2024-11-12T14:36:00,Demo Admin
AMB212,2024-11-13,Pass,2025-11-12,Brake disc worn but not seriously weakened,Southend Vehicle Test Centre,2024-11-13T11:08:00,Demo Admin
AMB206,2024-11-14,Pass,2025-11-13,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2024-11-14T12:09:00,Demo Admin
AMB112,2024-11-15,Pass,2025-11-14,Nearside front tyre worn close to legal limit,Southend Vehicle Test Centre,2024-11-15T14:06:00,Demo Admin
AMB121,2024-11-15,Pass,2025-11-14,Registration plate deteriorated but not likely to be misread,Canvey Commercial Testing,2024-11-15T11:49:00,Demo Admin
AMB184,2024-11-16,Pass,2025-11-15,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2024-11-16T09:57:00,Demo Admin
AMB298,2024-11-18,Pass,2025-11-17,,Canvey Commercial Testing,2024-11-18T11:59:00,Demo Admin
AMB181,2024-11-20,Pass,2025-11-19,,Canvey Commercial Testing,2024-11-20T08:02:00,Demo Admin
AMB240,2024-11-20,Pass,2025-11-19,Slight play in steering linkage,Chelmsford Fleet Services,2024-11-20T10:56:00,Demo Admin
AMB292,2024-11-22,Pass,2025-11-21,Nearside front tyre worn close to legal limit,Southend Vehicle Test Centre,2024-11-22T10:24:00,Demo Admin
AMB208,2024-11-23,Pass,2025-11-22,Minor windscreen damage outside driver's view,Canvey Commercial Testing,2024-11-23T09:30:00,Demo Admin
AMB285,2024-11-24,Pass,2025-11-23,Registration plate deteriorated but not likely to be misread,Chelmsford Fleet Services,2024-11-24T17:51:00,Demo Admin
AMB257,2024-12-05,Pass,2025-12-04,,Chelmsford Fleet Services,2024-12-05T13:31:00,Demo Admin
AMB263,2024-12-07,Pass,2025-12-06,,Chelmsford Fleet Services,2024-12-07T11:32:00,Demo Admin
AMB281,2024-12-08,Pass,2025-12-07,Minor windscreen damage outside driver's view,Southend Vehicle Test Centre,2024-12-08T13:08:00,Demo Admin
AMB111,2024-12-12,Pass,2025-12-11,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2024-12-12T09:47:00,Demo Admin
AMB120,2024-12-12,Pass,2025-12-11,Nearside front tyre worn close to legal limit,Southend Vehicle Test Centre,2024-12-12T11:40:00,Demo Admin
AMB277,2024-12-12,Pass,2025-12-11,Minor windscreen damage outside driver's view,Southend Vehicle Test Centre,2024-12-12T08:45:00,Demo Admin
AMB135,2024-12-14,Pass,2025-12-13,Slight play in steering linkage,Essex Commercial MOT Centre,2024-12-14T13:28:00,Demo Admin
AMB155,2024-12-14,Pass,2025-12-13,,Southend Vehicle Test Centre,2024-12-14T16:42:00,Demo Admin
AMB295,2024-12-14,Pass,2025-12-13,,Southend Vehicle Test Centre,2024-12-14T12:52:00,Demo Admin
AMB194,2024-12-16,Pass,2025-12-15,Offside rear tyre worn close to legal limit,Essex Commercial MOT Centre,2024-12-16T10:37:00,Demo Admin
AMB233,2024-12-17,Pass,2025-12-16,Slight play in steering linkage,Canvey Commercial Testing,2024-12-17T16:13:00,Demo Admin
AMB260,2024-12-17,Pass,2025-12-16,"Oil leak, but not excessive",Essex Commercial MOT Centre,2024-12-17T16:55:00,Demo Admin
AMB110,2024-12-19,Pass,2025-12-18,Nearside front tyre worn close to legal limit,Southend Vehicle Test Centre,2024-12-19T17:44:00,Demo Admin
AMB185,2024-12-19,Fail,,Service brake performance below requirements,Chelmsford Fleet Services,2024-12-19T09:40:00,Demo Admin
AMB190,2024-12-20,Pass,2025-12-19,"Oil leak, but not excessive",Chelmsford Fleet Services,2024-12-20T11:27:00,Demo Admin
AMB266,2024-12-23,Pass,2025-12-22,,Southend Vehicle Test Centre,2024-12-23T08:35:00,Demo Admin
AMB177,2025-01-04,Pass,2026-01-03,Slight play in steering linkage,Essex Commercial MOT Centre,2025-01-04T11:06:00,Demo Admin
AMB256,2025-01-07,Pass,2026-01-06,Nearside front tyre worn close to legal limit,Canvey Commercial Testing,2025-01-07T12:32:00,Demo Admin
AMB163,2025-01-09,Pass,2026-01-08,Nearside front tyre worn close to legal limit,Southend Vehicle Test Centre,2025-01-09T08:43:00,Demo Admin
AMB145,2025-01-10,Pass,2026-01-09,Slight play in steering linkage,Canvey Commercial Testing,2025-01-10T15:58:00,Demo Admin
AMB143,2025-01-12,Pass,2026-01-11,Registration plate deteriorated but not likely to be misread,Chelmsford Fleet Services,2025-01-12T13:31:00,Demo Admin
AMB198,2025-01-12,Pass,2026-01-11,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2025-01-12T08:59:00,Demo Admin
AMB132,2025-01-15,Pass,2026-01-14,,Essex Commercial MOT Centre,2025-01-15T15:23:00,Demo Admin
AMB232,2025-01-15,Pass,2026-01-14,Nearside front tyre worn close to legal limit,Southend Vehicle Test Centre,2025-01-15T09:10:00,Demo Admin
AMB104,2025-01-16,Pass,2026-01-15,,Southend Vehicle Test Centre,2025-01-16T15:57:00,Demo Admin
AMB176,2025-01-17,Pass,2026-01-16,,Essex Commercial MOT Centre,2025-01-17T08:51:00,Demo Admin
AMB287,2025-01-17,Pass,2026-01-16,,Chelmsford Fleet Services,2025-01-17T15:49:00,Demo Admin
AMB213,2025-01-18,Pass,2026-01-17,Offside rear tyre worn close to legal limit,Southend Vehicle Test Centre,2025-01-18T17:58:00,Demo Admin
AMB265,2025-01-18,Pass,2026-01-17,"Oil leak, but not excessive",Canvey Commercial Testing,2025-01-18T13:40:00,Demo Admin
AMB166,2025-01-19,Pass,2026-01-18,,Essex Commercial MOT Centre,2025-01-19T15:07:00,Demo Admin
AMB192,2025-01-19,Pass,2026-01-18,,Canvey Commercial Testing,2025-01-19T13:32:00,Demo Admin
AMB247,2025-01-20,Pass,2026-01-19,Brake disc worn but not seriously weakened,Canvey Commercial Testing,2025-01-20T09:05:00,Demo Admin
AMB261,2025-01-21,Pass,2026-01-20,"Oil leak, but not excessive",Essex Commercial MOT Centre,2025-01-21T16:41:00,Demo Admin
AMB125,2025-02-03,Pass,2026-02-02,"Oil leak, but not excessive",Canvey Commercial Testing,2025-02-03T14:38:00,Demo Admin
AMB114,2025-02-04,Pass,2026-02-03,Nearside front tyre worn close to legal limit,Canvey Commercial Testing,2025-02-04T12:50:00,Demo Admin
AMB293,2025-02-07,Pass,2026-02-06,Slight play in steering linkage,Canvey Commercial Testing,2025-02-07T13:53:00,Demo Admin
AMB250,2025-02-09,Pass,2026-02-08,,Essex Commercial MOT Centre,2025-02-09T13:37:00,Demo Admin
AMB207,2025-02-10,Pass,2026-02-09,,Canvey Commercial Testing,2025-02-10T12:02:00,Demo Admin
