"Registration","TestDate","Result","ExpiryDate","Advisories","TestCentre","RecordedAt","RecordedBy"
"AMB158","2023-12-22","Pass","2025-01-07","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2023-12-22T13:54:00","Demo Admin"
"AMB263","2023-12-24","Pass","2025-01-03","Oil leak, but not excessive","Canvey Commercial Testing","2023-12-24T12:21:00","Demo Admin"
"AMB135","2023-12-25","Pass","2025-01-08","Oil leak, but not excessive","Chelmsford Fleet Services","2023-12-25T10:17:00","Demo Admin"
"AMB119","2023-12-26","Pass","2025-01-11","Slight play in steering linkage","Southend Vehicle Test Centre","2023-12-26T11:05:00","Demo Admin"
"AMB145","2023-12-29","Pass","2025-01-03","","Chelmsford Fleet Services","2023-12-29T14:59:00","Demo Admin"
"AMB297","2023-12-29","Pass","2025-01-14","","Canvey Commercial Testing","2023-12-29T15:21:00","Demo Admin"
"AMB147","2024-01-01","Pass","2025-01-07","","Chelmsford Fleet Services","2024-01-01T12:42:00","Demo Admin"
"AMB171","2024-01-02","Pass","2025-01-17","Nearside front tyre worn close to legal limit","Chelmsford Fleet Services","2024-01-02T15:02:00","Demo Admin"
"AMB118","2024-01-02","Pass","2025-01-07","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2024-01-02T16:38:00","Demo Admin"
"AMB184","2024-01-06","Pass","2025-01-23","Slight play in steering linkage","Essex Commercial MOT Centre","2024-01-06T12:36:00","Demo Admin"
"AMB191","2024-01-07","Pass","2025-01-24","Minor windscreen damage outside driver's view","Southend Vehicle Test Centre","2024-01-07T09:08:00","Demo Admin"
"AMB270","2024-01-08","Pass","2025-01-17","Slight play in steering linkage","Canvey Commercial Testing","2024-01-08T16:54:00","Demo Admin"
"AMB286","2024-01-09","Pass","2025-01-25","","Canvey Commercial Testing","2024-01-09T10:21:00","Demo Admin"
"AMB284","2024-01-15","Pass","2025-01-16","","Canvey Commercial Testing","2024-01-15T08:58:00","Demo Admin"
"AMB132","2024-01-27","Pass","2025-02-12","","Canvey Commercial Testing","2024-01-27T10:26:00","Demo Admin"
"AMB223","2024-01-28","Pass","2025-02-03","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2024-01-28T09:32:00","Demo Admin"
"AMB203","2024-01-29","Pass","2025-02-06","Slight play in steering linkage","Canvey Commercial Testing","2024-01-29T08:50:00","Demo Admin"
"AMB265","2024-02-02","Pass","2025-02-18","Minor windscreen damage outside driver's view","Canvey Commercial Testing","2024-02-02T13:46:00","Demo Admin"
"AMB153","2024-02-03","Pass","2025-02-11","","Canvey Commercial Testing","2024-02-03T12:00:00","Demo Admin"
"AMB165","2024-02-08","Pass","2025-02-21","Offside rear tyre worn close to legal limit","Chelmsford Fleet Services","2024-02-08T12:10:00","Demo Admin"
"AMB268","2024-02-09","Pass","2025-02-12","Slight play in steering linkage","Canvey Commercial Testing","2024-02-09T13:47:00","Demo Admin"
"AMB167","2024-02-10","Pass","2025-02-21","Slight play in steering linkage","Chelmsford Fleet Services","2024-02-10T13:28:00","Demo Admin"
"AMB199","2024-02-11","Pass","2025-02-13","Slight play in steering linkage","Southend Vehicle Test Centre","2024-02-11T15:12:00","Demo Admin"
"AMB300","2024-02-13","Pass","2025-02-22","","Chelmsford Fleet Services","2024-02-13T16:39:00","Demo Admin"
"AMB232","2024-02-17","Pass","2025-02-21","","Chelmsford Fleet Services","2024-02-17T12:26:00","Demo Admin"
"AMB141","2024-02-17","Pass","2025-02-22","","Southend Vehicle Test Centre","2024-02-17T13:59:00","Demo Admin"
"AMB163","2024-02-18","Pass","2025-02-23","","Essex Commercial MOT Centre","2024-02-18T12:45:00","Demo Admin"
"AMB280","2024-02-21","Pass","2025-03-09","","Southend Vehicle Test Centre","2024-02-21T13:56:00","Demo Admin"
"AMB231","2024-02-21","Pass","2025-03-04","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2024-02-21T16:07:00","Demo Admin"
"AMB218","2024-02-24","Pass","2025-03-05","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2024-02-24T14:55:00","Demo Admin"
"AMB124","2024-02-25","Pass","2025-03-07","Minor windscreen damage outside driver's view","Chelmsford Fleet Services","2024-02-25T15:16:00","Demo Admin"
"AMB110","2024-02-28","Pass","2025-03-16","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2024-02-28T13:32:00","Demo Admin"
"AMB287","2024-03-01","Pass","2025-03-15","Slight play in steering linkage","Canvey Commercial Testing","2024-03-01T09:21:00","Demo Admin"
"AMB238","2024-03-02","Pass","2025-03-03","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2024-03-02T14:08:00","Demo Admin"
"AMB169","2024-03-03","Pass","2025-03-06","Oil leak, but not excessive","Essex Commercial MOT Centre","2024-03-03T15:40:00","Demo Admin"
"AMB214","2024-03-03","Pass","2025-03-07","","Chelmsford Fleet Services","2024-03-03T15:48:00","Demo Admin"
"AMB254","2024-03-05","Pass","2025-03-05","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2024-03-05T13:01:00","Demo Admin"
"AMB179","2024-03-06","Pass","2025-03-14","Brake disc worn but not seriously weakened","Essex Commercial MOT Centre","2024-03-06T16:42:00","Demo Admin"
"AMB137","2024-03-07","Pass","2025-03-07","Slight play in steering linkage","Essex Commercial MOT Centre","2024-03-07T09:50:00","Demo Admin"
"AMB258","2024-03-19","Pass","2025-03-25","","Canvey Commercial Testing","2024-03-19T08:01:00","Demo Admin"
"AMB211","2024-03-19","Pass","2025-03-23","Offside rear tyre worn close to legal limit","Chelmsford Fleet Services","2024-03-19T15:09:00","Demo Admin"
"AMB133","2024-03-20","Pass","2025-03-20","Nearside front tyre worn close to legal limit","Essex Commercial MOT Centre","2024-03-20T12:08:00","Demo Admin"
"AMB227","2024-03-23","Pass","2025-04-06","Oil leak, but not excessive","Chelmsford Fleet Services","2024-03-23T09:00:00","Demo Admin"
"AMB127","2024-03-26","Pass","2025-04-09","Oil leak, but not excessive","Canvey Commercial Testing","2024-03-26T08:46:00","Demo Admin"
"AMB182","2024-03-26","Pass","2025-04-07","Minor windscreen damage outside driver's view","Essex Commercial MOT Centre","2024-03-26T13:51:00","Demo Admin"
"AMB136","2024-03-29","Pass","2025-04-11","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2024-03-29T15:20:00","Demo Admin"
"AMB250","2024-03-31","Pass","2025-04-06","Oil leak, but not excessive","Canvey Commercial Testing","2024-03-31T10:36:00","Demo Admin"
"AMB117","2024-04-01","Pass","2025-04-14","","Chelmsford Fleet Services","2024-04-01T08:35:00","Demo Admin"
"AMB230","2024-04-02","Pass","2025-04-15","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2024-04-02T08:10:00","Demo Admin"
"AMB142","2024-04-03","Pass","2025-04-16","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2024-04-03T12:23:00","Demo Admin"
"AMB240","2024-04-05","Pass","2025-04-20","Minor windscreen damage outside driver's view","Canvey Commercial Testing","2024-04-05T13:34:00","Demo Admin"
"AMB273","2024-04-05","Pass","2025-04-07","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2024-04-05T15:46:00","Demo Admin"
"AMB216","2024-04-07","Pass","2025-04-13","Brake disc worn but not seriously weakened","Southend Vehicle Test Centre","2024-04-07T14:38:00","Demo Admin"
"AMB272","2024-04-11","Pass","2025-04-11","","Canvey Commercial Testing","2024-04-11T14:40:00","Demo Admin"
"AMB193","2024-04-14","Pass","2025-04-24","Oil leak, but not excessive","Essex Commercial MOT Centre","2024-04-14T15:58:00","Demo Admin"
"AMB241","2024-04-21","Pass","2025-04-24","Slight play in steering linkage","Essex Commercial MOT Centre","2024-04-21T14:01:00","Demo Admin"
"AMB245","2024-04-23","Pass","2025-05-03","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2024-04-23T12:48:00","Demo Admin"
"AMB188","2024-04-25","Pass","2025-05-12","Brake disc worn but not seriously weakened","Essex Commercial MOT Centre","2024-04-25T09:05:00","Demo Admin"
"AMB150","2024-04-27","Pass","2025-05-07","","Chelmsford Fleet Services","2024-04-27T15:56:00","Demo Admin"
"AMB289","2024-04-29","Pass","2025-05-14","Oil leak, but not excessive","Chelmsford Fleet Services","2024-04-29T10:40:00","Demo Admin"
"AMB219","2024-05-01","Pass","2025-05-16","","Canvey Commercial Testing","2024-05-01T09:29:00","Demo Admin"
"AMB170","2024-05-03","Pass","2025-05-17","","Essex Commercial MOT Centre","2024-05-03T16:26:00","Demo Admin"
"AMB154","2024-05-05","Pass","2025-05-07","Nearside front tyre worn close to legal limit","Essex Commercial MOT Centre","2024-05-05T13:44:00","Demo Admin"
"AMB282","2024-05-09","Pass","2025-05-24","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2024-05-09T10:14:00","Demo Admin"
"AMB125","2024-05-13","Pass","2025-05-14","Slight play in steering linkage","Canvey Commercial Testing","2024-05-13T12:07:00","Demo Admin"
"AMB207","2024-05-13","Pass","2025-05-24","Nearside front tyre worn close to legal limit","Essex Commercial MOT Centre","2024-05-13T16:07:00","Demo Admin"
"AMB189","2024-05-15","Pass","2025-05-18","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2024-05-15T10:45:00","Demo Admin"
"AMB262","2024-05-15","Pass","2025-05-18","Oil leak, but not excessive","Southend Vehicle Test Centre","2024-05-15T16:31:00","Demo Admin"
"AMB107","2024-05-19","Pass","2025-05-23","Oil leak, but not excessive","Essex Commercial MOT Centre","2024-05-19T14:17:00","Demo Admin"
"AMB105","2024-05-25","Pass","2025-05-25","Registration plate deteriorated but not likely to be misread","Chelmsford Fleet Services","2024-05-25T12:02:00","Demo Admin"
"AMB176","2024-05-25","Pass","2025-06-05","Slight play in steering linkage","Chelmsford Fleet Services","2024-05-25T16:26:00","Demo Admin"
"AMB156","2024-05-26","Pass","2025-06-10","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2024-05-26T09:02:00","Demo Admin"
"AMB281","2024-05-29","Pass","2025-06-03","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2024-05-29T14:01:00","Demo Admin"
"AMB243","2024-06-01","Pass","2025-06-10","Brake disc worn but not seriously weakened","Southend Vehicle Test Centre","2024-06-01T14:46:00","Demo Admin"
"AMB190","2024-06-02","Pass","2025-06-11","","Canvey Commercial Testing","2024-06-02T15:23:00","Demo Admin"
"AMB149","2024-06-04","Pass","2025-06-04","Registration plate deteriorated but not likely to be misread","Chelmsford Fleet Services","2024-06-04T09:28:00","Demo Admin"
"AMB112","2024-06-07","Pass","2025-06-18","Slight play in steering linkage","Essex Commercial MOT Centre","2024-06-07T09:12:00","Demo Admin"
"AMB294","2024-06-07","Pass","2025-06-21","Slight play in steering linkage","Essex Commercial MOT Centre","2024-06-07T13:04:00","Demo Admin"
"AMB159","2024-06-08","Pass","2025-06-14","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2024-06-08T14:17:00","Demo Admin"
"AMB175","2024-06-10","Pass","2025-06-17","Oil leak, but not excessive","Southend Vehicle Test Centre","2024-06-10T13:37:00","Demo Admin"
"AMB288","2024-06-14","Pass","2025-06-18","Slight play in steering linkage","Canvey Commercial Testing","2024-06-14T16:26:00","Demo Admin"
"AMB101","2024-06-16","Pass","2025-06-16","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2024-06-16T14:27:00","Demo Admin"
"AMB276","2024-06-19","Pass","2025-06-20","","Chelmsford Fleet Services","2024-06-19T08:31:00","Demo Admin"
"AMB187","2024-06-21","Pass","2025-07-08","","Essex Commercial MOT Centre","2024-06-21T08:35:00","Demo Admin"
"AMB172","2024-06-24","Pass","2025-07-08","Minor windscreen damage outside driver's view","Chelmsford Fleet Services","2024-06-24T12:34:00","Demo Admin"
"AMB151","2024-06-25","Pass","2025-06-25","Minor windscreen damage outside driver's view","Chelmsford Fleet Services","2024-06-25T16:11:00","Demo Admin"
"AMB130","2024-06-28","Pass","2025-07-15","Minor windscreen damage outside driver's view","Chelmsford Fleet Services","2024-06-28T11:07:00","Demo Admin"
"AMB160","2024-06-29","Pass","2025-07-04","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2024-06-29T12:51:00","Demo Admin"
"AMB114","2024-06-30","Pass","2025-07-10","","Chelmsford Fleet Services","2024-06-30T16:32:00","Demo Admin"
"AMB120","2024-07-01","Pass","2025-07-12","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2024-07-01T11:00:00","Demo Admin"
"AMB180","2024-07-01","Pass","2025-07-14","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2024-07-01T14:32:00","Demo Admin"
"AMB239","2024-07-03","Pass","2025-07-14","Oil leak, but not excessive","Chelmsford Fleet Services","2024-07-03T15:55:00","Demo Admin"
"AMB181","2024-07-04","Pass","2025-07-08","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2024-07-04T09:45:00","Demo Admin"
"AMB102","2024-07-04","Pass","2025-07-07","","Essex Commercial MOT Centre","2024-07-04T16:29:00","Demo Admin"
"AMB292","2024-07-05","Pass","2025-07-14","","Canvey Commercial Testing","2024-07-05T15:16:00","Demo Admin"
"AMB198","2024-07-05","Pass","2025-07-21","","Canvey Commercial Testing","2024-07-05T16:03:00","Demo Admin"
"AMB267","2024-07-06","Pass","2025-07-21","","Essex Commercial MOT Centre","2024-07-06T16:53:00","Demo Admin"
"AMB298","2024-07-08","Pass","2025-07-08","Registration plate deteriorated but not likely to be misread","Southend Vehicle Test Centre","2024-07-08T10:37:00","Demo Admin"
"AMB264","2024-07-08","Pass","2025-07-10","Oil leak, but not excessive","Canvey Commercial Testing","2024-07-08T15:59:00","Demo Admin"
"AMB295","2024-07-08","Pass","2025-07-12","Oil leak, but not excessive","Chelmsford Fleet Services","2024-07-08T16:15:00","Demo Admin"
"AMB210","2024-07-09","Pass","2025-07-11","Nearside front tyre worn close to legal limit","Chelmsford Fleet Services","2024-07-09T10:29:00","Demo Admin"
"AMB106","2024-07-09","Pass","2025-07-21","","Canvey Commercial Testing","2024-07-09T14:47:00","Demo Admin"
"AMB205","2024-07-09","Pass","2025-07-22","","Canvey Commercial Testing","2024-07-09T15:17:00","Demo Admin"
"AMB206","2024-07-10","Pass","2025-07-23","Offside rear tyre worn close to legal limit","Southend Vehicle Test Centre","2024-07-10T13:45:00","Demo Admin"
"AMB164","2024-07-11","Pass","2025-07-14","","Southend Vehicle Test Centre","2024-07-11T14:43:00","Demo Admin"
"AMB115","2024-07-13","Pass","2025-07-13","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2024-07-13T15:07:00","Demo Admin"
"AMB242","2024-07-16","Pass","2025-07-28","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2024-07-16T14:48:00","Demo Admin"
"AMB144","2024-07-17","Pass","2025-07-21","","Essex Commercial MOT Centre","2024-07-17T14:49:00","Demo Admin"
"AMB217","2024-07-19","Pass","2025-07-24","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2024-07-19T08:00:00","Demo Admin"
"AMB161","2024-07-19","Pass","2025-08-03","","Essex Commercial MOT Centre","2024-07-19T08:32:00","Demo Admin"
"AMB138","2024-07-21","Pass","2025-07-21","Oil leak, but not excessive","Chelmsford Fleet Services","2024-07-21T08:20:00","Demo Admin"
"AMB157","2024-07-23","Pass","2025-07-28","","Southend Vehicle Test Centre","2024-07-23T11:27:00","Demo Admin"
"AMB196","2024-07-23","Pass","2025-07-28","Nearside front tyre worn close to legal limit","Chelmsford Fleet Services","2024-07-23T14:20:00","Demo Admin"
"AMB221","2024-07-24","Pass","2025-08-04","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2024-07-24T11:19:00","Demo Admin"
"AMB278","2024-07-25","Pass","2025-08-08","","Canvey Commercial Testing","2024-07-25T08:02:00","Demo Admin"
"AMB140","2024-07-27","Pass","2025-08-06","Registration plate deteriorated but not likely to be misread","Essex Commercial MOT Centre","2024-07-27T12:10:00","Demo Admin"
"AMB279","2024-07-29","Pass","2025-08-03","Offside rear tyre worn close to legal limit","Southend Vehicle Test Centre","2024-07-29T08:12:00","Demo Admin"
"AMB248","2024-08-03","Pass","2025-08-07","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2024-08-03T09:53:00","Demo Admin"
"AMB123","2024-08-03","Pass","2025-08-19","Oil leak, but not excessive","Canvey Commercial Testing","2024-08-03T12:44:00","Demo Admin"
"AMB186","2024-08-03","Pass","2025-08-03","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2024-08-03T15:45:00","Demo Admin"
"AMB246","2024-08-05","Pass","2025-08-09","Brake disc worn but not seriously weakened","Essex Commercial MOT Centre","2024-08-05T10:01:00","Demo Admin"
"AMB247","2024-08-05","Pass","2025-08-09","Slight play in steering linkage","Southend Vehicle Test Centre","2024-08-05T13:23:00","Demo Admin"
"AMB285","2024-08-05","Pass","2025-08-09","Minor windscreen damage outside driver's view","Chelmsford Fleet Services","2024-08-05T16:54:00","Demo Admin"
"AMB178","2024-08-08","Pass","2025-08-16","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2024-08-08T16:27:00","Demo Admin"
"AMB220","2024-08-10","Pass","2025-08-19","","Chelmsford Fleet Services","2024-08-10T10:25:00","Demo Admin"
"AMB244","2024-08-11","Pass","2025-08-18","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2024-08-11T09:08:00","Demo Admin"
"AMB197","2024-08-15","Pass","2025-08-18","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2024-08-15T13:04:00","Demo Admin"
"AMB111","2024-08-17","Pass","2025-08-25","Minor windscreen damage outside driver's view","Chelmsford Fleet Services","2024-08-17T08:43:00","Demo Admin"
"AMB108","2024-08-19","Pass","2025-08-20","Minor windscreen damage outside driver's view","Essex Commercial MOT Centre","2024-08-19T15:36:00","Demo Admin"
"AMB293","2024-08-21","Pass","2025-09-05","","Chelmsford Fleet Services","2024-08-21T09:55:00","Demo Admin"
"AMB252","2024-08-25","Pass","2025-09-09","Brake disc worn but not seriously weakened","Southend Vehicle Test Centre","2024-08-25T10:36:00","Demo Admin"
"AMB162","2024-09-03","Pass","2025-09-03","","Southend Vehicle Test Centre","2024-09-03T09:39:00","Demo Admin"
"AMB166","2024-09-05","Pass","2025-09-15","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2024-09-05T13:40:00","Demo Admin"
"AMB202","2024-09-06","Pass","2025-09-06","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2024-09-06T11:17:00","Demo Admin"
"AMB121","2024-09-06","Pass","2025-09-12","","Canvey Commercial Testing","2024-09-06T11:22:00","Demo Admin"
"AMB233","2024-09-06","Pass","2025-09-10","Registration plate deteriorated but not likely to be misread","Essex Commercial MOT Centre","2024-09-06T11:42:00","Demo Admin"
"AMB261","2024-09-10","Pass","2025-09-13","","Chelmsford Fleet Services","2024-09-10T13:48:00","Demo Admin"
"AMB236","2024-09-11","Pass","2025-09-21","Slight play in steering linkage","Canvey Commercial Testing","2024-09-11T10:08:00","Demo Admin"
"AMB129","2024-09-11","Pass","2025-09-25","Registration plate deteriorated but not likely to be misread","Chelmsford Fleet Services","2024-09-11T15:44:00","Demo Admin"
"AMB177","2024-09-13","Pass","2025-09-19","Slight play in steering linkage","Chelmsford Fleet Services","2024-09-13T15:37:00","Demo Admin"
"AMB260","2024-09-16","Pass","2025-09-25","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2024-09-16T15:11:00","Demo Admin"
"AMB296","2024-09-18","Pass","2025-09-24","Minor windscreen damage outside driver's view","Essex Commercial MOT Centre","2024-09-18T15:35:00","Demo Admin"
"AMB228","2024-09-25","Pass","2025-09-25","","Canvey Commercial Testing","2024-09-25T10:05:00","Demo Admin"
"AMB255","2024-09-25","Pass","2025-10-07","","Chelmsford Fleet Services","2024-09-25T15:45:00","Demo Admin"
"AMB212","2024-10-01","Pass","2025-10-03","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2024-10-01T11:02:00","Demo Admin"
"AMB225","2024-10-05","Pass","2025-10-17","","Essex Commercial MOT Centre","2024-10-05T13:21:00","Demo Admin"
"AMB200","2024-10-05","Pass","2025-10-06","","Essex Commercial MOT Centre","2024-10-05T14:44:00","Demo Admin"
"AMB235","2024-10-05","Pass","2025-10-08","Offside rear tyre worn close to legal limit","Southend Vehicle Test Centre","2024-10-05T15:00:00","Demo Admin"
"AMB103","2024-10-08","Pass","2025-10-24","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2024-10-08T08:27:00","Demo Admin"
"AMB194","2024-10-08","Pass","2025-10-09","","Canvey Commercial Testing","2024-10-08T11:45:00","Demo Admin"
"AMB269","2024-10-09","Pass","2025-10-11","","Canvey Commercial Testing","2024-10-09T14:33:00","Demo Admin"
"AMB126","2024-10-15","Pass","2025-10-16","","Canvey Commercial Testing","2024-10-15T11:20:00","Demo Admin"
"AMB213","2024-10-15","Pass","2025-10-15","Oil leak, but not excessive","Chelmsford Fleet Services","2024-10-15T11:50:00","Demo Admin"
"AMB143","2024-10-15","Pass","2025-10-23","Offside rear tyre worn close to legal limit","Southend Vehicle Test Centre","2024-10-15T14:55:00","Demo Admin"
"AMB122","2024-10-16","Pass","2025-10-20","","Canvey Commercial Testing","2024-10-16T10:29:00","Demo Admin"
"AMB183","2024-10-16","Pass","2025-10-16","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2024-10-16T11:43:00","Demo Admin"
"AMB229","2024-10-21","Pass","2025-10-24","","Essex Commercial MOT Centre","2024-10-21T15:41:00","Demo Admin"
"AMB299","2024-10-23","Pass","2025-11-09","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2024-10-23T10:39:00","Demo Admin"
"AMB113","2024-10-25","Pass","2025-11-03","","Canvey Commercial Testing","2024-10-25T09:20:00","Demo Admin"
"AMB134","2024-10-25","Pass","2025-11-05","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2024-10-25T13:26:00","Demo Admin"
"AMB116","2024-10-26","Pass","2025-11-12","Offside rear tyre worn close to legal limit","Chelmsford Fleet Services","2024-10-26T13:13:00","Demo Admin"
"AMB215","2024-10-28","Pass","2025-11-11","","Chelmsford Fleet Services","2024-10-28T15:03:00","Demo Admin"
"AMB237","2024-10-31","Pass","2025-11-10","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2024-10-31T08:38:00","Demo Admin"
"AMB104","2024-11-01","Pass","2025-11-08","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2024-11-01T13:18:00","Demo Admin"
"AMB222","2024-11-01","Pass","2025-11-17","Nearside front tyre worn close to legal limit","Essex Commercial MOT Centre","2024-11-01T15:25:00","Demo Admin"
"AMB290","2024-11-02","Pass","2025-11-03","Minor windscreen damage outside driver's view","Chelmsford Fleet Services","2024-11-02T09:09:00","Demo Admin"
"AMB224","2024-11-02","Pass","2025-11-09","","Canvey Commercial Testing","2024-11-02T09:54:00","Demo Admin"
"AMB192","2024-11-05","Pass","2025-11-13","Brake disc worn but not seriously weakened","Essex Commercial MOT Centre","2024-11-05T14:43:00","Demo Admin"
"AMB148","2024-11-06","Pass","2025-11-20","","Canvey Commercial Testing","2024-11-06T09:31:00","Demo Admin"
"AMB209","2024-11-06","Pass","2025-11-13","Registration plate deteriorated but not likely to be misread","Essex Commercial MOT Centre","2024-11-06T10:28:00","Demo Admin"
"AMB271","2024-11-06","Pass","2025-11-19","","Chelmsford Fleet Services","2024-11-06T12:02:00","Demo Admin"
"AMB155","2024-11-06","Pass","2025-11-08","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2024-11-06T14:04:00","Demo Admin"
"AMB283","2024-11-07","Pass","2025-11-07","","Chelmsford Fleet Services","2024-11-07T10:35:00","Demo Admin"
"AMB201","2024-11-07","Pass","2025-11-19","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2024-11-07T12:24:00","Demo Admin"
"AMB274","2024-11-07","Pass","2025-11-21","","Canvey Commercial Testing","2024-11-07T16:34:00","Demo Admin"
"AMB152","2024-11-08","Pass","2025-11-21","","Chelmsford Fleet Services","2024-11-08T14:51:00","Demo Admin"
"AMB185","2024-11-09","Pass","2025-11-11","","Canvey Commercial Testing","2024-11-09T12:57:00","Demo Admin"
"AMB168","2024-11-10","Pass","2025-11-21","","Canvey Commercial Testing","2024-11-10T08:42:00","Demo Admin"
"AMB257","2024-11-10","Pass","2025-11-25","Slight play in steering linkage","Southend Vehicle Test Centre","2024-11-10T13:32:00","Demo Admin"
"AMB174","2024-11-11","Pass","2025-11-16","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2024-11-11T11:33:00","Demo Admin"
"AMB275","2024-11-12","Pass","2025-11-24","","Canvey Commercial Testing","2024-11-12T16:39:00","Demo Admin"
"AMB291","2024-11-12","Pass","2025-11-18","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2024-11-12T16:46:00","Demo Admin"
"AMB128","2024-11-15","Pass","2025-11-17","Registration plate deteriorated but not likely to be misread","Southend Vehicle Test Centre","2024-11-15T16:16:00","Demo Admin"
"AMB204","2024-11-15","Pass","2025-11-25","Oil leak, but not excessive","Southend Vehicle Test Centre","2024-11-15T16:18:00","Demo Admin"
"AMB234","2024-11-16","Pass","2025-11-17","","Southend Vehicle Test Centre","2024-11-16T13:08:00","Demo Admin"
"AMB259","2024-11-19","Pass","2025-11-25","Oil leak, but not excessive","Essex Commercial MOT Centre","2024-11-19T08:05:00","Demo Admin"
"AMB266","2024-11-19","Pass","2025-12-05","Oil leak, but not excessive","Chelmsford Fleet Services","2024-11-19T09:32:00","Demo Admin"
"AMB256","2024-11-27","Pass","2025-12-05","","Essex Commercial MOT Centre","2024-11-27T16:59:00","Demo Admin"
"AMB131","2024-11-29","Pass","2025-12-03","","Chelmsford Fleet Services","2024-11-29T14:45:00","Demo Admin"
"AMB226","2024-11-30","Pass","2025-12-05","Minor windscreen damage outside driver's view","Canvey Commercial Testing","2024-11-30T14:24:00","Demo Admin"
"AMB146","2024-12-04","Pass","2025-12-06","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2024-12-04T09:29:00","Demo Admin"
"AMB195","2024-12-08","Pass","2025-12-18","","Southend Vehicle Test Centre","2024-12-08T11:27:00","Demo Admin"
"AMB109","2024-12-08","Pass","2025-12-11","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2024-12-08T11:36:00","Demo Admin"
"AMB249","2024-12-12","Pass","2025-12-14","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2024-12-12T10:37:00","Demo Admin"
"AMB139","2024-12-13","Pass","2025-12-22","Slight play in steering linkage","Canvey Commercial Testing","2024-12-13T12:20:00","Demo Admin"
"AMB251","2024-12-14","Pass","2025-12-24","Offside rear tyre worn close to legal limit","Chelmsford Fleet Services","2024-12-14T08:01:00","Demo Admin"
"AMB208","2024-12-14","Pass","2025-12-15","","Chelmsford Fleet Services","2024-12-14T14:06:00","Demo Admin"
"AMB277","2024-12-17","Pass","2025-12-22","Registration plate deteriorated but not likely to be misread","Southend Vehicle Test Centre","2024-12-17T08:59:00","Demo Admin"
"AMB263","2024-12-17","Pass","2026-01-03","","Canvey Commercial Testing","2024-12-17T16:58:00","Demo Admin"
"AMB253","2024-12-20","Pass","2025-12-21","","Canvey Commercial Testing","2024-12-20T14:09:00","Demo Admin"
"AMB135","2024-12-22","Pass","2026-01-08","","Chelmsford Fleet Services","2024-12-22T13:00:00","Demo Admin"
"AMB173","2024-12-23","Pass","2026-01-07","Minor windscreen damage outside driver's view","Canvey Commercial Testing","2024-12-23T08:38:00","Demo Admin"
"AMB145","2024-12-28","Pass","2026-01-03","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2024-12-28T15:35:00","Demo Admin"
